method,beta,fold,seed,task_id,seen_classes,accuracy,pos_mean,neg_mean,gap_distance
zero_shot_clap,0.0,1,0,1,5,1.0,0.5354448556900024,0.254775732755661,0.7229858287602435
zero_shot_clap,0.0,1,0,2,10,0.9375,0.5378373265266418,0.24310362339019775,0.7106641067785656
zero_shot_clap,0.0,1,0,3,15,0.9166666666666666,0.5326203107833862,0.19875146448612213,0.6726917580994414
zero_shot_clap,0.0,1,0,4,20,0.91875,0.5303465127944946,0.16591349244117737,0.6596304556280645
zero_shot_clap,0.0,1,0,5,25,0.925,0.5230140686035156,0.1451352834701538,0.6609911719867628
zero_shot_clap,0.0,1,0,6,30,0.9291666666666667,0.5232324600219727,0.1445605605840683,0.6518478794591543
zero_shot_clap,0.0,1,0,7,35,0.9357142857142857,0.5203408598899841,0.1307237446308136,0.649985784877584
zero_shot_clap,0.0,1,0,8,40,0.940625,0.5180736780166626,0.12540169060230255,0.6472138140440903
zero_shot_clap,0.0,1,0,9,45,0.9333333333333333,0.5172175168991089,0.1239130049943924,0.6443929731770325
zero_shot_clap,0.0,1,0,10,50,0.94,0.5197070240974426,0.12190168350934982,0.6444655921001089
naive_adapter,0.0,1,0,1,5,1.0,0.46819210052490234,-0.0743636041879654,0.7794525372793402
naive_adapter,0.0,1,0,2,10,0.8,0.3976043164730072,-0.041028931736946106,0.8844978553869578
naive_adapter,0.0,1,0,3,15,0.6666666666666666,0.35064589977264404,-0.08142852783203125,0.8727886757326128
naive_adapter,0.0,1,0,4,20,0.58125,0.3147737979888916,-0.07776940613985062,0.915502627339991
naive_adapter,0.0,1,0,5,25,0.705,0.34895607829093933,-0.05993880704045296,0.8534355409772387
naive_adapter,0.0,1,0,6,30,0.6916666666666667,0.35212796926498413,-0.04775658994913101,0.8414172396081836
naive_adapter,0.0,1,0,7,35,0.6607142857142857,0.3487564027309418,-0.05741730332374573,0.8367865604386429
naive_adapter,0.0,1,0,8,40,0.6875,0.3611432611942291,-0.045489151030778885,0.8013365094632127
naive_adapter,0.0,1,0,9,45,0.7111111111111111,0.3484373390674591,-0.044783901423215866,0.7975687200649171
naive_adapter,0.0,1,0,10,50,0.81,0.3931792080402374,-0.020802099257707596,0.7584121449391404
mgp_only,0.0,1,0,1,5,1.0,0.5350877642631531,0.23440787196159363,0.7088164705270339
mgp_only,0.0,1,0,2,10,0.825,0.4641339182853699,0.147175595164299,0.7641373835632248
mgp_only,0.0,1,0,3,15,0.8083333333333333,0.41428908705711365,0.06562539935112,0.7885158133178508
mgp_only,0.0,1,0,4,20,0.85625,0.4166300892829895,0.040051694959402084,0.7693874903085082
mgp_only,0.0,1,0,5,25,0.905,0.4135209619998932,0.017586424946784973,0.7573976152877253
mgp_only,0.0,1,0,6,30,0.9291666666666667,0.44481125473976135,0.04161882773041725,0.6954041983395436
mgp_only,0.0,1,0,7,35,0.9321428571428572,0.42289528250694275,0.006788419559597969,0.7295672967184376
mgp_only,0.0,1,0,8,40,0.928125,0.4149320721626282,0.0009813394863158464,0.7379960090309302
mgp_only,0.0,1,0,9,45,0.9083333333333333,0.400595098733902,-0.011922836303710938,0.7562542200417334
mgp_only,0.0,1,0,10,50,0.91,0.432686448097229,0.005121863912791014,0.7084914471903926
mgc_only,0.0,1,0,1,5,1.0,0.4571983814239502,-0.08344940841197968,0.7893362723558852
mgc_only,0.0,1,0,2,10,0.7875,0.3869859576225281,-0.0501985028386116,0.89626239437114
mgc_only,0.0,1,0,3,15,0.6666666666666666,0.3522133529186249,-0.08048306405544281,0.8738344276873394
mgc_only,0.0,1,0,4,20,0.56875,0.3210837244987488,-0.07450702041387558,0.9050485950071202
mgc_only,0.0,1,0,5,25,0.775,0.3586743175983429,-0.058566030114889145,0.8481249902767534
mgc_only,0.0,1,0,6,30,0.6916666666666667,0.3484366238117218,-0.050888366997241974,0.855214871844095
mgc_only,0.0,1,0,7,35,0.6607142857142857,0.35655131936073303,-0.058306485414505005,0.8423978925146038
mgc_only,0.0,1,0,8,40,0.7625,0.3759153485298157,-0.04523899033665657,0.80308149835578
mgc_only,0.0,1,0,9,45,0.7611111111111111,0.36474400758743286,-0.0411335714161396,0.7822364519038301
mgc_only,0.0,1,0,10,50,0.8225,0.41513848304748535,-0.01469416543841362,0.7309585096685209
mgc_only,1.0,1,0,1,5,1.0,0.46084851026535034,-0.08332683145999908,0.7874029100574771
mgc_only,1.0,1,0,2,10,0.8,0.383829265832901,-0.053986698389053345,0.8925871752274024
mgc_only,1.0,1,0,3,15,0.7333333333333333,0.348793089389801,-0.07841330766677856,0.8668702168382696
mgc_only,1.0,1,0,4,20,0.55,0.3132820129394531,-0.07638541609048843,0.90908735744609
mgc_only,1.0,1,0,5,25,0.805,0.3478633761405945,-0.06186627596616745,0.8499051168079568
mgc_only,1.0,1,0,6,30,0.6958333333333333,0.3374817967414856,-0.058958329260349274,0.8580538398551601
mgc_only,1.0,1,0,7,35,0.7642857142857142,0.35222721099853516,-0.06104128435254097,0.8324537373496568
mgc_only,1.0,1,0,8,40,0.775,0.3689959943294525,-0.045824382454156876,0.7957762864050937
mgc_only,1.0,1,0,9,45,0.775,0.3567460775375366,-0.04500005021691322,0.7947681092009927
mgc_only,1.0,1,0,10,50,0.825,0.39967650175094604,-0.020303379744291306,0.7601047110899969
mgc_only,2.0,1,0,1,5,1.0,0.4585514962673187,-0.08853738754987717,0.792348145565925
mgc_only,2.0,1,0,2,10,0.8,0.3877471685409546,-0.04931851476430893,0.8929266151334668
mgc_only,2.0,1,0,3,15,0.7,0.3497594892978668,-0.07898230850696564,0.8672069030947307
mgc_only,2.0,1,0,4,20,0.58125,0.3228131830692291,-0.07128129154443741,0.9020550667563052
mgc_only,2.0,1,0,5,25,0.805,0.35665345191955566,-0.05831485614180565,0.8474630833366357
